Search the first 100000000 integer powers of ^3 or more for Beal's triples.
Search begins for B^j = 0:0, log10(Bj) = 0
23.9861 log10 of highest power in the list
hardware concurrency: 16
trials, zeros, log10(A^i), log10(B^j), A, i, B, j, C, k, GCD(A B C)
429218810346294, 13613, 22.928, 23.2649, 43921220, 3, 56881580, 3, 720020, 4, 720020
429379346543638, 13614, 23.0115, 23.2652, 566092, 4, 56892246, 3, 65949718, 3, 283046
429474859094045, 13615, 20.9773, 23.2653, 9826920, 3, 655128, 4, 56996136, 3, 655128
429488958613659, 13616, 21.7233, 23.2653, 269666, 4, 56899526, 3, 57438858, 3, 269666
429801982789340, 13617, 22.9198, 23.2658, 536984, 4, 56920304, 3, 64438080, 3, 536984
429862717553009, 13618, 23.1331, 23.2659, 51407440, 3, 56924336, 3, 752304, 4, 250768
429977243141695, 13619, 22.0693, 23.2661, 22721088, 3, 655416, 4, 58113552, 3, 218472
430088947158141, 13620, 22.6225, 23.2662, 34740440, 3, 655480, 4, 60959640, 3, 655480
430137622520363, 13621, 22.4238, 23.2663, 29827072, 3, 56942592, 3, 677888, 4, 677888
430259756055742, 13622, 22.0841, 23.2665, 22980105, 3, 56950695, 3, 666090, 4, 333045
430575899490719, 13623, 20.8886, 23.267, 9180626, 3, 655759, 4, 57051033, 3, 655759
430764690967408, 13624, 22.948, 23.2673, 44598956, 3, 655867, 4, 64930833, 3, 655867
430771011626047, 13625, 21.9638, 23.2673, 309699, 4, 56984616, 3, 57913713, 3, 309699
430812896499400, 13626, 22.7171, 23.2673, 477834, 4, 56987393, 3, 61902257, 3, 11377
430968977801910, 13627, 23.0584, 23.2676, 48542816, 3, 655984, 4, 66910368, 3, 655984
431296087035270, 13628, 21.992, 23.2681, 314776, 4, 57019424, 3, 58008720, 3, 44968
431347282896840, 13629, 21.896, 23.2681, 19891680, 3, 57022816, 3, 663056, 4, 663056
431407678184520, 13630, 22.4395, 23.2682, 30186810, 3, 656235, 4, 59717385, 3, 656235
431531786652556, 13631, 20.7931, 23.2684, 8531978, 3, 656306, 4, 57098622, 3, 656306
431773295245839, 13632, 23.1493, 23.2688, 52049620, 3, 57051036, 3, 756028, 4, 58156
431997558159369, 13633, 22.6332, 23.2691, 455313, 4, 57065896, 3, 61163713, 3, 151771
432352512004086, 13634, 20.6898, 23.2697, 7881300, 3, 656775, 4, 57139425, 3, 656775
432371838393973, 13635, 23.1308, 23.2697, 51318866, 3, 57090670, 3, 752844, 4, 125474
432648518094253, 13636, 21.5658, 23.2701, 15438184, 3, 656944, 4, 57482600, 3, 328472
432746640187316, 13637, 22.988, 23.2703, 45990000, 3, 657000, 4, 65700000, 3, 657000
432839381185908, 13638, 23.0248, 23.2704, 47307816, 3, 657053, 4, 66362353, 3, 657053
432845087957332, 13639, 21.3673, 23.2704, 219700, 4, 57122000, 3, 659100, 4, 219700
432891911868807, 13640, 21.8401, 23.2705, 19055407, 3, 657083, 4, 57823304, 3, 657083
433047905004780, 13641, 20.5772, 23.2707, 7228892, 3, 657172, 4, 57173964, 3, 657172
433318101931729, 13642, 23.2014, 23.2711, 631470, 4, 45105, 5, 766785, 4, 45105
433396590515987, 13643, 23.2504, 23.2712, 649528, 4, 57158464, 3, 71448080, 3, 649528
433617856574904, 13644, 21.6628, 23.2716, 16632176, 3, 57173105, 3, 661507, 4, 94501
433628215986291, 13645, 20.4537, 23.2716, 6575030, 3, 657503, 4, 57202761, 3, 657503
433680884488367, 13646, 22.3834, 23.2717, 394326, 4, 57177270, 3, 59543226, 3, 394326
433714244360780, 13647, 22.7737, 23.2717, 39014752, 3, 657552, 4, 62686624, 3, 219184
433957202920505, 13648, 22.8964, 23.2721, 42868750, 3, 45125, 5, 64303125, 3, 45125
434070487881630, 13649, 22.8102, 23.2723, 40123055, 3, 657755, 4, 63144480, 3, 657755
434103712743165, 13650, 20.317, 23.2723, 5919966, 3, 657774, 4, 57226338, 3, 657774
434328685262535, 13651, 22.3001, 23.2726, 27125553, 3, 57220072, 3, 674765, 4, 134953
434331491036146, 13652, 22.0032, 23.2726, 21597282, 3, 57220254, 3, 45612, 5, 22806
434375979513079, 13653, 22.5861, 23.2727, 33782364, 3, 57223188, 3, 689436, 4, 689436
434484922133838, 13654, 20.1639, 23.2729, 5263928, 3, 657991, 4, 57245217, 3, 657991
434614035320951, 13655, 22.1399, 23.2731, 342748, 4, 57238916, 3, 58609908, 3, 342748
434672047205382, 13656, 22.2581, 23.2732, 26264316, 3, 57242740, 3, 673444, 4, 673444
434781567388600, 13657, 19.9903, 23.2733, 4607120, 3, 658160, 4, 57259920, 3, 658160
434906775949714, 13658, 21.4471, 23.2735, 14094336, 3, 57258240, 3, 660672, 4, 220224
434918622154178, 13659, 23.1286, 23.2735, 51231744, 3, 57259008, 3, 753408, 4, 753408
434976549263104, 13660, 21.9442, 23.2736, 20641257, 3, 57262842, 3, 665847, 4, 665847
435004778490598, 13661, 19.7897, 23.2737, 3949722, 3, 658287, 4, 57270969, 3, 658287
435050457724304, 13662, 22.1242, 23.2737, 23699268, 3, 658313, 4, 58589857, 3, 658313
435109534952453, 13663, 22.7929, 23.2738, 39595192, 3, 57271617, 3, 707057, 4, 707057
435164726379032, 13664, 19.5523, 23.2739, 3291890, 3, 658378, 4, 57278886, 3, 658378
435271935406257, 13665, 19.2617, 23.2741, 2633756, 3, 658439, 4, 57284193, 3, 658439
435337051286613, 13666, 18.887, 23.2742, 1975428, 3, 658476, 4, 57287412, 3, 658476
435370444780030, 13667, 18.3587, 23.2742, 1316990, 3, 658495, 4, 57289065, 3, 658495
435382778013443, 13668, 17.4557, 23.2742, 658502, 3, 658502, 4, 57289674, 3, 658502
435385857593732, 13669, 17.4557, 23.2742, 658504, 3, 57289848, 3, 658504, 4, 658504
435391716337872, 13670, 23.0734, 23.2742, 49105914, 3, 57290233, 3, 744029, 4, 744029
435395006265324, 13671, 18.3588, 23.2742, 1317022, 3, 57290457, 3, 658511, 4, 658511
435420079225106, 13672, 18.8871, 23.2743, 1975590, 3, 57292110, 3, 658530, 4, 658530
435442373582697, 13673, 23.1033, 23.2743, 596808, 4, 57293568, 3, 68036112, 3, 596808
435468860141119, 13674, 19.262, 23.2744, 2634268, 3, 57295329, 3, 658567, 4, 658567
435542930635080, 13675, 23.104, 23.2745, 50272599, 3, 658593, 4, 68054610, 3, 219531
435549331342878, 13676, 19.5528, 23.2745, 3293140, 3, 57300636, 3, 658628, 4, 658628
435669360837701, 13677, 19.7906, 23.2747, 3952314, 3, 57308553, 3, 658719, 4, 658719
435730809478203, 13678, 22.7505, 23.2748, 38325599, 3, 57312593, 3, 703222, 4, 351611
435784898087768, 13679, 22.564, 23.2748, 437528, 4, 57316168, 3, 60816392, 3, 437528
435791826601568, 13680, 21.3271, 23.2748, 214669, 4, 57316623, 3, 57531292, 3, 214669
435817166495593, 13681, 21.6325, 23.2749, 16249142, 3, 658749, 4, 57750329, 3, 219583
435836945952000, 13682, 19.9916, 23.2749, 4611922, 3, 57319602, 3, 658846, 4, 658846
435917466200445, 13683, 20.9989, 23.275, 9991891, 3, 658806, 4, 57425923, 3, 109801
435952745942690, 13684, 21.992, 23.2751, 21411845, 3, 658826, 4, 58306101, 3, 329413
436059976865203, 13685, 20.166, 23.2752, 5272120, 3, 57334305, 3, 659015, 4, 659015
436211638007497, 13686, 23.2601, 23.2755, 56671678, 3, 658973, 4, 71828057, 3, 658973
436346436637881, 13687, 20.3198, 23.2757, 5933088, 3, 57353184, 3, 659232, 4, 659232
436531705954788, 13688, 22.3417, 23.2759, 28005152, 3, 57365392, 3, 677544, 4, 225848
436535421369320, 13689, 23.1861, 23.276, 53541250, 3, 57365625, 3, 764875, 4, 764875
436704286354716, 13690, 20.4577, 23.2762, 6595030, 3, 57376761, 3, 659503, 4, 659503
436910187864312, 13691, 22.8798, 23.2765, 42325361, 3, 57390320, 3, 717379, 4, 717379
436941790609657, 13692, 22.123, 23.2766, 23677599, 3, 57392401, 3, 670670, 4, 737
437062327956761, 13693, 22.147, 23.2767, 24117248, 3, 659456, 4, 58785792, 3, 94208
437141651776416, 13694, 20.5825, 23.2769, 7258174, 3, 57405558, 3, 659834, 4, 659834
437175099385726, 13695, 21.7992, 23.2769, 18466560, 3, 659520, 4, 58037760, 3, 659520
437272258254555, 13696, 23.1832, 23.2771, 53425575, 3, 659575, 4, 69914950, 3, 659575
437336018046173, 13697, 21.6857, 23.2772, 16926798, 3, 57418354, 3, 663796, 4, 331898
437362486875815, 13698, 22.7086, 23.2772, 37112985, 3, 57420090, 3, 700245, 4, 700245
437503426551480, 13699, 23.1264, 23.2774, 51146062, 3, 57429362, 3, 753996, 4, 125666
437628665087943, 13700, 22.4238, 23.2776, 29826650, 3, 57437606, 3, 681752, 4, 170438
437666423897443, 13701, 20.6966, 23.2776, 7922772, 3, 57440097, 3, 660231, 4, 660231
Elapsed time: 411980 seconds
437689784870472, 13702, 22.4645, 23.2777, 30772305, 3, 57441636, 3, 683829, 4, 683829
438003900642935, 13703, 23.0204, 23.2781, 47148544, 3, 57462288, 3, 736696, 4, 736696
438161475514850, 13704, 22.2971, 23.2784, 27063239, 3, 660079, 4, 59407110, 3, 660079
438223295645203, 13705, 23.2239, 23.2785, 55119519, 3, 660114, 4, 70962255, 3, 330057
438224486275576, 13706, 23.221, 23.2785, 638631, 4, 57476790, 3, 70888041, 3, 638631
438286778095131, 13707, 20.8018, 23.2786, 8589100, 3, 57480900, 3, 660700, 4, 660700
438312913944459, 13708, 21.8616, 23.2786, 292008, 4, 46, 14, 58206928, 3, 46
438535778569163, 13709, 23.2675, 23.2789, 56994128, 3, 57497264, 3, 782656, 4, 27952
438755834576600, 13710, 22.6421, 23.2793, 457653, 4, 57511727, 3, 61630604, 3, 152551
438864435387379, 13711, 21.9914, 23.2794, 21402368, 3, 57518864, 3, 668824, 4, 668824
439010881512616, 13712, 20.8995, 23.2796, 9257458, 3, 57528489, 3, 661247, 4, 661247
439451649383703, 13713, 23.1479, 23.2803, 612313, 4, 57557422, 3, 69191369, 3, 612313
439846917017197, 13714, 20.9906, 23.2809, 9928170, 3, 57583386, 3, 661878, 4, 661878
439858271662419, 13715, 22.5313, 23.2809, 32390911, 3, 661039, 4, 60815588, 3, 661039
440126884991244, 13716, 23.1243, 23.2813, 51061808, 3, 57601744, 3, 754608, 4, 251536
440205912518434, 13717, 23.2457, 23.2814, 56049984, 3, 57606928, 3, 778472, 4, 778472
440314873987959, 13718, 23.187, 23.2816, 626240, 4, 57614080, 3, 70138880, 3, 626240
440719507459072, 13719, 22.3001, 23.2822, 27125000, 3, 57640625, 3, 678125, 4, 678125
440803183313675, 13720, 21.0761, 23.2823, 10601584, 3, 57646113, 3, 662599, 4, 662599
440837647500152, 13721, 22.9302, 23.2824, 43995868, 3, 661592, 4, 65166812, 3, 330796
440950496909370, 13722, 22.8311, 23.2825, 510228, 4, 57655764, 3, 63778500, 3, 510228
441017094665371, 13723, 22.7124, 23.2826, 476530, 4, 57660130, 3, 62425430, 3, 476530
441121151444592, 13724, 16.733, 23.2828, 378144, 3, 661752, 4, 57666960, 3, 94536
441157109983891, 13725, 22.0312, 23.2828, 22066239, 3, 57669313, 3, 670852, 4, 23959
441186733784159, 13726, 21.7562, 23.2829, 17868303, 3, 661789, 4, 58237432, 3, 661789
441310729023168, 13727, 22.2828, 23.2831, 372125, 4, 57679375, 3, 59540000, 3, 372125
441664057498685, 13728, 23.0275, 23.2836, 571312, 4, 57702512, 3, 66843504, 3, 571312
441727743371876, 13729, 22.095, 23.2837, 23173290, 3, 662094, 4, 58926366, 3, 662094
441775045474755, 13730, 21.7397, 23.2837, 272216, 4, 57709792, 3, 58254224, 3, 272216
441888045107731, 13731, 21.1567, 23.2839, 11278072, 3, 57717192, 3, 663416, 4, 663416
442027759694305, 13732, 22.7534, 23.2841, 38411254, 3, 662263, 4, 62914985, 3, 662263
442065011566495, 13733, 21.5901, 23.2842, 15729245, 3, 662284, 4, 58115421, 3, 165571
442239045981380, 13734, 22.974, 23.2844, 45499335, 3, 662382, 4, 65938551, 3, 15771
442297655570239, 13735, 22.4611, 23.2845, 30691895, 3, 662415, 4, 60500570, 3, 220805
442352619783796, 13736, 22.4231, 23.2846, 29810070, 3, 662446, 4, 60282586, 3, 662446
442441478249705, 13737, 21.0205, 23.2847, 10158272, 3, 662496, 4, 57857984, 3, 220832
442672358165683, 13738, 22.8618, 23.2851, 41745438, 3, 662626, 4, 64274722, 3, 662626
442789290228157, 13739, 23.1222, 23.2852, 50978970, 3, 57776166, 3, 755244, 4, 377622
442817135636679, 13740, 22.9696, 23.2853, 45344754, 3, 57777993, 3, 731367, 4, 731367
443022049023343, 13741, 22.0376, 23.2856, 22175769, 3, 57791398, 3, 671993, 4, 671993
443109913872692, 13742, 21.233, 23.2857, 11958030, 3, 57797145, 3, 664335, 4, 664335
443572006892424, 13743, 22.792, 23.2864, 39566876, 3, 663132, 4, 63439628, 3, 221044
443663429283994, 13744, 22.6262, 23.2865, 34839350, 3, 57833321, 3, 696787, 4, 696787
443755407080366, 13745, 19.5297, 23.2867, 3235104, 3, 57839328, 3, 663264, 4, 13536
444029288944613, 13746, 23.1143, 23.2871, 600594, 4, 57857222, 3, 68667914, 3, 200198
444143380758268, 13747, 23.1193, 23.2872, 50864730, 3, 663453, 4, 68777961, 3, 221151
444477365607941, 13748, 21.3054, 23.2877, 12641878, 3, 57886494, 3, 665362, 4, 665362
444670502194714, 13749, 22.614, 23.288, 34514948, 3, 663749, 4, 61728657, 3, 663749
444894112134401, 13750, 21.9824, 23.2883, 313047, 4, 57913695, 3, 58852836, 3, 313047
444932502111971, 13751, 21.7112, 23.2884, 17261296, 3, 663896, 4, 58422848, 3, 663896
445275913997221, 13752, 22.4238, 23.2889, 29826384, 3, 57938608, 3, 685664, 4, 342832
445490801771597, 13753, 22.688, 23.2892, 36531495, 3, 664209, 4, 62435646, 3, 664209
445491212057337, 13754, 23.1201, 23.2892, 50897536, 3, 57952640, 3, 755904, 4, 251968
445599458118529, 13755, 22.6521, 23.2894, 35538445, 3, 664270, 4, 62109245, 3, 332135
445602117705838, 13756, 22.651, 23.2894, 459999, 4, 57959874, 3, 62099865, 3, 459999
445631252104244, 13757, 22.5769, 23.2894, 440774, 4, 57961781, 3, 61487973, 3, 220387
445638243285918, 13758, 21.34, 23.2894, 216277, 4, 57962236, 3, 58178513, 3, 216277
445655478302360, 13759, 22.5049, 23.2895, 31741840, 3, 57963360, 3, 690040, 4, 690040
445881068897447, 13760, 22.7803, 23.2898, 495539, 4, 57978063, 3, 63428992, 3, 495539
445903781605629, 13761, 22.7077, 23.2898, 37088130, 3, 57979545, 3, 704205, 4, 234735
445924244821957, 13762, 22.3526, 23.2899, 28239210, 3, 664452, 4, 60132906, 3, 332226
445999062704484, 13763, 21.3745, 23.29, 13330060, 3, 57985761, 3, 666503, 4, 666503
446163620266139, 13764, 23.1605, 23.2902, 52502294, 3, 664586, 4, 69781530, 3, 664586
446775084662826, 13765, 22.4953, 23.2911, 420553, 4, 58036314, 3, 60980185, 3, 420553
446888676497871, 13766, 21.9427, 23.2913, 20617844, 3, 58043713, 3, 672321, 4, 224107
446902998252650, 13767, 22.2746, 23.2913, 26600000, 3, 665000, 4, 59850000, 3, 665000
446944671146452, 13768, 22.8335, 23.2913, 40848138, 3, 58047354, 3, 716634, 4, 716634
447122114705864, 13769, 22.3417, 23.2916, 28004886, 3, 58058910, 3, 683046, 4, 683046
447216810332221, 13770, 22.3001, 23.2917, 27124297, 3, 58065078, 3, 681515, 4, 136303
447460827188038, 13771, 22.083, 23.2921, 22962240, 3, 58080960, 3, 675360, 4, 675360
447683873417223, 13772, 21.4405, 23.2924, 14023044, 3, 58095468, 3, 667764, 4, 667764
447779359800517, 13773, 22.2177, 23.2926, 25462915, 3, 665490, 4, 59688115, 3, 15845
447797443644698, 13774, 23.2926, 23.2926, 665500, 4, 665500, 4, 73205000, 3, 665500
448092641281619, 13775, 22.0642, 23.293, 22632610, 3, 665665, 4, 59244185, 3, 665665
448126078663884, 13776, 22.7488, 23.2931, 38276928, 3, 58124224, 3, 708832, 4, 708832
448233089721957, 13777, 23.118, 23.2932, 50817494, 3, 58131178, 3, 756588, 4, 126098
448418533669382, 13778, 19.875, 23.2935, 4217031, 3, 665847, 4, 58150638, 3, 221949
448418564168108, 13779, 21.6639, 23.2935, 16646175, 3, 665847, 4, 58594536, 3, 665847
448485418758102, 13780, 22.0039, 23.2936, 21608684, 3, 58147588, 3, 674268, 4, 32108
448899250605815, 13781, 18.7486, 23.2942, 1776320, 3, 58174480, 3, 666120, 4, 222040
449047606140146, 13782, 21.0418, 23.2944, 10326069, 3, 666198, 4, 58292325, 3, 333099
449395792516012, 13783, 22.6108, 23.2949, 34429510, 3, 45602, 5, 61973118, 3, 45602
449540597086670, 13784, 21.5038, 23.2951, 14721322, 3, 58216137, 3, 669151, 4, 669151
449709501640840, 13785, 22.9103, 23.2954, 43326855, 3, 666567, 4, 65323566, 3, 666567
449908322683325, 13786, 22.9208, 23.2957, 43680000, 3, 58240000, 3, 728000, 4, 728000
450294928688276, 13787, 22.1604, 23.2962, 346816, 4, 58265088, 3, 59652352, 3, 346816
450381159082404, 13788, 22.9937, 23.2964, 560295, 4, 58270680, 3, 66675105, 3, 560295
450501091730714, 13789, 23.2452, 23.2965, 56028672, 3, 667008, 4, 72036864, 3, 667008
450607774771962, 13790, 22.8967, 23.2967, 529867, 4, 58285370, 3, 65173641, 3, 529867
451010826979386, 13791, 20.6746, 23.2973, 7789705, 3, 58311506, 3, 667689, 4, 222563
451015383307629, 13792, 23.116, 23.2973, 50738832, 3, 58311792, 3, 757296, 4, 757296
451072278191767, 13793, 22.122, 23.2974, 339227, 4, 58315488, 3, 59585617, 3, 7889
451278787386470, 13794, 23.1718, 23.2977, 52956465, 3, 58328860, 3, 767485, 4, 767485
451578511665753, 13795, 21.5647, 23.2981, 15425410, 3, 58348290, 3, 670670, 4, 670670
451637492308953, 13796, 22.4068, 23.2982, 399672, 4, 58352112, 3, 60750144, 3, 399672
451651645176400, 13797, 21.6143, 23.2982, 16023552, 3, 667648, 4, 58753024, 3, 667648
452192894773791, 13798, 22.1277, 23.299, 23762585, 3, 58388066, 3, 678931, 4, 678931
452458173987499, 13799, 22.5182, 23.2994, 32068608, 3, 668096, 4, 61464832, 3, 668096
452537030124866, 13800, 22.6599, 23.2995, 462351, 4, 58410343, 3, 62571502, 3, 154117
452553571029870, 13801, 22.8857, 23.2995, 526535, 4, 58411415, 3, 65120490, 3, 16985
Elapsed time: 426628 seconds
452756895701845, 13802, 23.1253, 23.2998, 604392, 4, 58424560, 3, 69303616, 3, 201464
452881710106437, 13803, 23.1344, 23.3, 51461487, 3, 668331, 4, 69506424, 3, 668331
452930755064334, 13804, 23.0625, 23.3, 48696505, 3, 58435806, 3, 749177, 4, 749177
452982591468852, 13805, 22.4054, 23.3001, 29409028, 3, 668387, 4, 60823217, 3, 668387
453082564578344, 13806, 22.4238, 23.3003, 29826238, 3, 58445634, 3, 689624, 4, 172406
453411615937356, 13807, 22.4826, 23.3007, 31202500, 3, 668625, 4, 61290625, 3, 222875
453433983136333, 13808, 22.6662, 23.3008, 35926338, 3, 58468354, 3, 704438, 4, 704438
453445711189233, 13809, 23.0852, 23.3008, 590597, 4, 58469103, 3, 68509252, 3, 590597
453574269792420, 13810, 22.9504, 23.301, 546518, 4, 58477426, 3, 66128678, 3, 546518
453612020574758, 13811, 22.8102, 23.301, 40124160, 3, 668736, 4, 64198656, 3, 668736
453675412302815, 13812, 23.2297, 23.3011, 55364806, 3, 58483950, 3, 779786, 4, 779786
453741737607898, 13813, 22.1205, 23.3012, 23631216, 3, 668808, 4, 59746848, 3, 222936
453806840802612, 13814, 21.6234, 23.3013, 16135848, 3, 58492449, 3, 672327, 4, 672327
453822208598729, 13815, 22.3, 23.3013, 27123426, 3, 58493449, 3, 684935, 4, 136987
453838527581386, 13816, 23.114, 23.3013, 50661538, 3, 58494494, 3, 758028, 4, 126338
453894265868520, 13817, 22.3829, 23.3014, 28904946, 3, 58498105, 3, 688213, 4, 688213
454051790278414, 13818, 22.5451, 23.3017, 32736769, 3, 58508268, 3, 696527, 4, 696527
454146081771895, 13819, 22.0319, 23.3018, 22078056, 3, 669032, 4, 59543848, 3, 669032
454240045484047, 13820, 23.0434, 23.3019, 576556, 4, 58520434, 3, 67745330, 3, 288278
454352695072927, 13821, 21.7559, 23.3021, 274778, 4, 58527714, 3, 59077270, 3, 274778
454639085258834, 13822, 21.5621, 23.3025, 15394015, 3, 669305, 4, 58898840, 3, 669305
454683665813546, 13823, 22.7069, 23.3026, 37065345, 3, 58549080, 3, 708255, 4, 236085
454945282891637, 13824, 21.7801, 23.3029, 4266, 6, 2133, 7, 59145957, 3, 2133
454991506302038, 13825, 20.1024, 23.303, 5021250, 3, 669500, 4, 58581250, 3, 334750
455056745198131, 13826, 22.9555, 23.3031, 44858912, 3, 669536, 4, 66284064, 3, 669536
455318776857330, 13827, 22.2508, 23.3035, 26117559, 3, 669681, 4, 60271290, 3, 669681
455375865805322, 13828, 22.4005, 23.3036, 29296875, 3, 58593750, 3, 46875, 5, 46875
455551395262746, 13829, 23.2631, 23.3038, 654283, 4, 58605063, 3, 72718882, 3, 93469
455662270979525, 13830, 22.5897, 23.304, 444032, 4, 58612224, 3, 62164480, 3, 444032
455669340436352, 13831, 21.353, 23.304, 217891, 4, 58612679, 3, 58830570, 3, 217891
455736718187780, 13832, 21.063, 23.3041, 10495288, 3, 669912, 4, 58728952, 3, 223304
455754623925722, 13833, 16.575, 23.3041, 334961, 3, 58618175, 3, 669922, 4, 334961
456234890210169, 13834, 21.68, 23.3048, 16853200, 3, 58649136, 3, 674128, 4, 674128
456588237007245, 13835, 20.2675, 23.3053, 5699556, 3, 58671900, 3, 670536, 4, 335268
456703131487799, 13836, 23.1121, 23.3055, 50585600, 3, 58679296, 3, 758784, 4, 252928
457083580316301, 13837, 23.0111, 23.306, 46814418, 3, 58703794, 3, 743086, 4, 743086
457230065028076, 13838, 22.1716, 23.3062, 24577632, 3, 58713232, 3, 682712, 4, 682712
457388613924501, 13839, 21.5071, 23.3064, 14758128, 3, 670824, 4, 59032512, 3, 670824
457439473023847, 13840, 23.1051, 23.3065, 50313900, 3, 670852, 4, 69097756, 3, 670852
458007568683659, 13841, 22.3417, 23.3073, 28004368, 3, 58763264, 3, 688632, 4, 229544
458036982723612, 13842, 22.229, 23.3074, 25683840, 3, 45864, 5, 60357024, 3, 45864
458172108385069, 13843, 23.2898, 23.3076, 57979593, 3, 58773834, 3, 794241, 4, 794241
458438118699141, 13844, 22.3047, 23.3079, 376865, 4, 58790940, 3, 60675265, 3, 376865
458599174230746, 13845, 22.9977, 23.3082, 46332879, 3, 671491, 4, 67149100, 3, 671491
458872572455775, 13846, 21.7349, 23.3086, 17578054, 3, 58818873, 3, 676079, 4, 676079
458967964894490, 13847, 21.7729, 23.3087, 22625, 5, 58825000, 3, 59390625, 3, 22625
458989836376165, 13848, 22.6042, 23.3087, 34257006, 3, 671706, 4, 62468658, 3, 671706
459133911208072, 13849, 21.9411, 23.3089, 20592481, 3, 58835660, 3, 678873, 4, 226291
459369554682773, 13850, 22.8741, 23.3093, 42140074, 3, 58850793, 3, 726553, 4, 726553
459400972209797, 13851, 22.001, 23.3093, 316413, 4, 58852818, 3, 59802057, 3, 316413
459433856833506, 13852, 22.789, 23.3093, 39475865, 3, 58854926, 3, 717743, 4, 717743
459561795553419, 13853, 22.6687, 23.3095, 464709, 4, 58863140, 3, 63045521, 3, 154903
459609626677955, 13854, 23.1102, 23.3096, 50511006, 3, 58866210, 3, 759564, 4, 379782
459855412039416, 13855, 22.7501, 23.3099, 38314374, 3, 672182, 4, 63857290, 3, 672182
459871900936557, 13856, 23.0724, 23.31, 49069943, 3, 672191, 4, 68563482, 3, 672191
459889872318248, 13857, 21.9979, 23.31, 21510432, 3, 672201, 4, 59825889, 3, 672201
459908137407527, 13858, 21.4492, 23.31, 14116431, 3, 672211, 4, 59154568, 3, 672211
460233928312512, 13859, 23.0366, 23.3105, 47739690, 3, 672390, 4, 67911390, 3, 672390
460428852667601, 13860, 23.3016, 23.3108, 58507239, 3, 672497, 4, 73974670, 3, 672497
460537477693214, 13861, 22.3, 23.3109, 27122369, 3, 58925756, 3, 688385, 4, 137677
460817372473510, 13862, 21.4336, 23.3113, 13948512, 3, 58943712, 3, 674928, 4, 224976
461044821587549, 13863, 22.7473, 23.3116, 38233561, 3, 58958295, 3, 714646, 4, 357323
461051468922605, 13864, 22.4238, 23.3116, 29826176, 3, 58958720, 3, 693632, 4, 693632
461321576782664, 13865, 21.6951, 23.312, 17049004, 3, 672987, 4, 59447185, 3, 224329
461335432187668, 13866, 23.2852, 23.312, 662662, 4, 58976918, 3, 73555482, 3, 662662
461410882849188, 13867, 21.6383, 23.3122, 16321123, 3, 673036, 4, 59395427, 3, 168259
461564014548089, 13868, 22.6815, 23.3124, 36348480, 3, 673120, 4, 63273280, 3, 673120
461626938766367, 13869, 23.1362, 23.3125, 608202, 4, 58995594, 3, 69943230, 3, 608202
461729547855094, 13870, 21.7881, 23.3126, 18311022, 3, 59002182, 3, 678186, 4, 678186
461759359689406, 13871, 23.1496, 23.3126, 52062888, 3, 673227, 4, 70240017, 3, 224409
461870942156628, 13872, 21.1392, 23.3128, 11127831, 3, 59011225, 3, 674414, 4, 337207
462186175102365, 13873, 19.9567, 23.3132, 4489740, 3, 673461, 4, 59040081, 3, 224487
462206374106418, 13874, 21.388, 23.3133, 13469440, 3, 673472, 4, 59265536, 3, 673472
462509350213506, 13875, 21.084, 23.3137, 10665935, 3, 673638, 4, 59167871, 3, 112273
462558480369457, 13876, 23.1083, 23.3138, 50437744, 3, 59055248, 3, 760368, 4, 253456
462577092601048, 13877, 23.2268, 23.3138, 55241350, 3, 673675, 4, 72083225, 3, 673675
462585345898330, 13878, 22.2149, 23.3138, 25408233, 3, 59056974, 3, 686709, 4, 686709
462673860562636, 13879, 22.7398, 23.3139, 484120, 4, 59062640, 3, 63903840, 3, 484120
462744604053716, 13880, 18.5895, 23.314, 1572130, 3, 59067170, 3, 673770, 4, 224590
462896098186416, 13881, 22.5851, 23.3143, 33758208, 3, 59076864, 3, 703296, 4, 703296
463057563298801, 13882, 23.2664, 23.3145, 56947761, 3, 673938, 4, 73122273, 3, 336969
463073427840043, 13883, 22.955, 23.3145, 44841190, 3, 59088201, 3, 737893, 4, 56761
463223534732639, 13884, 22.6541, 23.3147, 35593571, 3, 59097805, 3, 708162, 4, 16861
463287749735858, 13885, 22.3865, 23.3148, 28984752, 3, 674064, 4, 61339824, 3, 674064
463404724218366, 13886, 22.2256, 23.315, 25616864, 3, 674128, 4, 60671520, 3, 674128
463546932883576, 13887, 22.9619, 23.3152, 45077841, 3, 59118480, 3, 738981, 4, 738981
463708077410946, 13888, 22.7062, 23.3154, 37044540, 3, 59128785, 3, 712395, 4, 712395
463801552523002, 13889, 22.8638, 23.3155, 41809390, 3, 674345, 4, 65411465, 3, 674345
463836361968102, 13890, 22.8284, 23.3156, 40686628, 3, 674364, 4, 64963732, 3, 224788
463990624619649, 13891, 22.8601, 23.3158, 518832, 4, 59146848, 3, 65372832, 3, 518832
464291889113719, 13892, 21.3234, 23.3162, 12817647, 3, 674613, 4, 59365944, 3, 674613
464723676050548, 13893, 20.6514, 23.3168, 7652414, 3, 59193673, 3, 675213, 4, 225071
464736775395574, 13894, 16.7585, 23.3168, 385632, 3, 59194512, 3, 674856, 4, 96408
464753413691982, 13895, 22.5039, 23.3169, 31718655, 3, 674865, 4, 62087580, 3, 674865
464816198007564, 13896, 21.8399, 23.317, 19052740, 3, 59199585, 3, 680455, 4, 680455
